"","RESPNUM","Q1","Q2","Rec_Age","Q3_01","Q3_02","Q3_03","Q3_04","Q3_05","Q3_06","Q3_07","Q3_08","Q3_09","Q3_10","Q3_11","Q3_12","Q3_13","Q4a_01","Q4a_02","Q4a_03","Q4a_04","Q4a_05","Q4a_06","Q4a_07","Q4a_08","Q4a_09","Q4a_10","Q4a_11","Q4a_12","Q4a_13","Q4a_14","Q4b_01","Q4b_02","Q4b_03","Q4b_04","Q4b_05","Q4b_06","Q4b_07","Q4b_08","Q4b_09","Q4b_10","Q4b_11","Q4b_12","Q4b_13","Q4b_14","Q4c_01","Q4c_02","Q4c_03","Q4c_04","Q4c_05","Q4c_06","Q4c_07","Q4c_08","Q4c_09","Q4c_10","Q4c_11","Q4c_12","Q4c_13","Q4c_14","Q4d_01","Q4d_02","Q4d_03","Q4d_04","Q4d_05","Q4d_06","Q4d_07","Q4d_08","Q4d_09","Q4d_10","Q4d_11","Q4d_12","Q4d_13","Q4d_14","Q4e_01","Q4e_02","Q4e_03","Q4e_04","Q4e_05","Q4e_06","Q4e_07","Q4e_08","Q4e_09","Q4e_10","Q4e_11","Q4e_12","Q4e_13","Q4e_14","Q4f_01","Q4f_02","Q4f_03","Q4f_04","Q4f_05","Q4f_06","Q4f_07","Q4f_08","Q4f_09","Q4f_10","Q4f_11","Q4f_12","Q4f_13","Q4f_14","Q4g_01","Q4g_02","Q4g_03","Q4g_04","Q4g_05","Q4g_06","Q4g_07","Q4g_08","Q4g_09","Q4g_10","Q4g_11","Q4g_12","Q4g_13","Q4g_14","Q4h_01","Q4h_02","Q4h_03","Q4h_04","Q4h_05","Q4h_06","Q4h_07","Q4h_08","Q4h_09","Q4h_10","Q4h_11","Q4h_12","Q4h_13","Q4h_14","Q4i_01","Q4i_02","Q4i_03","Q4i_04","Q4i_05","Q4i_06","Q4i_07","Q4i_08","Q4i_09","Q4i_10","Q4i_11","Q4i_12","Q4i_13","Q4i_14","Q5a_left","Q5a_right","Q5b_left","Q5b_right","Q5c_left","Q5c_right","Q5d_left","Q5d_right","Q5e_left","Q5e_right","Q5f_left","Q5f_right","Q6_01","Q6_02","Q6_03","Q6_04","Q6_05","Q6_06","Q6_07","Q6_08","Q6_09","Q6_10","Q7","StartDate","StartTime","endDate","EndTime","Timetaken"
"88",89,"Male","65 or more","50 over","8","8","8","8","8","8","8","8","8","8","8","8","8","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","yes","no","no","no","no","yes","no","no","yes","yes","no","no","no","no","no","no","no","no","no","yes","no","no","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","yes","no","no","yes","no","yes","yes","yes","yes","yes","no","no","yes","no","no","no","no","yes","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","Nokia","IBM","Apple","Dell","Nokia","Samsung","Sony","IBM","Microsoft","Dell","Apple","Intel","yes","no","no","no","yes","no","no","no","yes","no","Less than $15,000","06/04/2017","10:48:17","06/04/2017","10:53:25","5:7"
"89",90,"Male","30 to 34","18 to 34","7","Not at all likely 0","Not at all likely 0","2","1","1","Not at all likely 0","Not at all likely 0","1","Not at all likely 0","Not at all likely 0","1","Not at all likely 0","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","Apple","Nokia","Apple","Nokia","Sony","Nokia","Sony","Dell","Google","Dell","Apple","Intel","yes","no","yes","no","no","no","yes","no","no","no","$200,001 or more","06/04/2017","10:52:17","06/04/2017","10:57:40","5:23"
"90",91,"Female","30 to 34","18 to 34","2","1","1","3","1","1","1","1","1","1","4","3","1","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","Apple","IBM","Apple","Yahoo","Samsung","Intel","Sony","IBM","Dell","Yahoo","Samsung","IBM","no","no","yes","yes","no","no","no","no","yes","no","$45,001 to $60,000","06/04/2017","10:50:04","06/04/2017","10:53:51","3:46"
"91",92,"Male","50 to 54","50 over","8","3","Not at all likely 0","3","6","2","5","8","Not at all likely 0","Not at all likely 0","Not at all likely 0","5","6","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","yes","no","no","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","no","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","yes","no","yes","yes","no","no","yes","yes","yes","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","yes","no","yes","yes","no","no","no","yes","yes","yes","no","yes","yes","yes","yes","no","yes","yes","no","no","yes","yes","yes","yes","no","yes","yes","yes","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes","yes","no","Apple","IBM","Dell","Yahoo","Sony","Nokia","Dell","IBM","Dell","Yahoo","Apple","Yahoo","yes","yes","yes","no","no","no","no","no","yes","no","$15,001 to $30,000","06/04/2017","10:46:10","06/04/2017","10:52:26","6:15"
"92",93,"Female","35 to 39","35 to 49","5","Not at all likely 0","Not at all likely 0","Extremely likely10","Not at all likely 0","Not at all likely 0","Extremely likely10","Not at all likely 0","Not at all likely 0","Not at all likely 0","Extremely likely10","Extremely likely10","Not at all likely 0","yes","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","Apple","IBM","Apple","Yahoo","Sony","Microsoft","Sony","Intel","Samsung","Microsoft","Samsung","Yahoo","yes","no","no","yes","no","no","no","no","yes","no","$30,001 to $45,000","06/04/2017","10:49:14","06/04/2017","10:53:15","4:1"
"93",94,"Female","50 to 54","50 over","Extremely likely10","8","Not at all likely 0","Extremely likely10","Not at all likely 0","4","4","Not at all likely 0","8","4","4","4","4","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","no","yes","yes","yes","yes","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","no","no","yes","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","Apple","IBM","Apple","Yahoo","Samsung","Intel","Sony","Intel","Samsung","Yahoo","Apple","Intel","yes","no","yes","no","no","yes","yes","no","no","no","$90.001 to $120,000","06/04/2017","10:53:40","06/04/2017","10:59:42","6:1"
"94",95,"Female","45 to 49","35 to 49","Extremely likely10","5","5","6","8","4","8","6","3","6","7","5","6","yes","no","no","yes","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","yes","no","yes","no","yes","no","no","no","no","no","no","yes","no","yes","yes","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","yes","no","no","yes","yes","no","yes","yes","yes","yes","no","yes","no","no","no","no","no","no","yes","no","yes","yes","yes","yes","no","yes","no","no","no","no","no","yes","yes","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Apple","Microsoft","Apple","Yahoo","Sony","Microsoft","Sony","IBM","Samsung","Microsoft","Apple","Yahoo","yes","yes","yes","yes","yes","no","no","yes","no","no","$150,001 to $200,000","06/04/2017","10:54:17","06/04/2017","10:59:27","5:9"
"95",96,"Male","50 to 54","50 over","8","8","7","7","6","8","8","8","7","8","5","8","8","yes","no","no","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","yes","yes","yes","no","yes","no","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Apple","Google","Apple","Yahoo","Nokia","Samsung","Sony","Google","Dell","Samsung","Apple","Samsung","yes","no","no","no","yes","no","yes","yes","no","no","$45,001 to $60,000","06/04/2017","10:54:55","06/04/2017","11:01:20","6:24"
"96",97,"Female","30 to 34","18 to 34","7","6","5","7","5","5","7","6","5","7","6","5","6","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","Apple","IBM","Sony","Yahoo","Sony","Microsoft","Sony","IBM","Samsung","Microsoft","Apple","IBM","yes","yes","yes","no","no","no","no","no","yes","no","$45,001 to $60,000","06/04/2017","10:57:17","06/04/2017","10:59:20","2:3"
"97",98,"Female","18 to 24","18 to 34","Extremely likely10","Extremely likely10","5","Extremely likely10","5","5","5","5","5","6","5","5","7","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","no","no","yes","yes","yes","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","no","yes","yes","yes","yes","yes","no","yes","no","no","yes","no","no","no","no","no","no","yes","yes","no","no","yes","yes","no","yes","yes","no","yes","no","no","yes","yes","yes","yes","no","yes","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","yes","no","yes","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","Apple","IBM","Apple","Yahoo","Microsoft","Sony","Google","Dell","Google","Yahoo","Apple","Yahoo","no","no","yes","no","no","no","yes","no","yes","no","$60,001 to $90,000","06/04/2017","10:57:11","06/04/2017","11:00:37","3:25"
"98",99,"Male","30 to 34","18 to 34","Extremely likely10","5","5","Extremely likely10","5","5","8","5","5","5","5","8","5","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","yes","no","yes","no","no","no","no","no","yes","no","yes","yes","no","yes","yes","no","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Apple","IBM","Apple","Nokia","Sony","Samsung","Google","Intel","Samsung","Dell","Apple","IBM","yes","yes","yes","no","no","no","yes","no","no","no","$45,001 to $60,000","06/04/2017","11:02:30","06/04/2017","11:08:27","5:57"
"99",100,"Male","50 to 54","50 over","7","2","6","7","3","4","4","2","2","6","Not at all likely 0","5","6","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Apple","Microsoft","Apple","Dell","Intel","Microsoft","Google","Dell","Google","Dell","Apple","Yahoo","no","yes","yes","no","no","no","no","no","yes","no","$90.001 to $120,000","06/04/2017","10:53:23","06/04/2017","11:05:14","11:50"
"100",101,"Female","18 to 24","18 to 34","6","6","2","9","Not at all likely 0","Not at all likely 0","6","2","2","2","6","2","6","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","no","yes","no","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","yes","no","yes","yes","no","yes","yes","yes","yes","yes","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","yes","yes","yes","no","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no","Apple","Nokia","Sony","Yahoo","Microsoft","Nokia","Google","Intel","Microsoft","Yahoo","Apple","Yahoo","no","yes","yes","no","no","no","yes","yes","yes","no","$120,001 to $150,000","06/04/2017","10:59:25","06/04/2017","11:04:29","5:3"
"101",102,"Male","45 to 49","35 to 49","3","5","5","6","2","6","6","7","Not at all likely 0","2","3","5","5","yes","yes","no","yes","no","no","yes","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","no","yes","no","no","no","yes","no","no","yes","yes","no","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","yes","no","no","no","yes","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","yes","yes","no","no","no","no","yes","no","yes","yes","no","yes","no","yes","yes","yes","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","Google","Apple","Dell","Yahoo","Sony","Intel","Dell","Intel","Dell","Yahoo","Samsung","Yahoo","no","no","no","no","yes","no","no","no","yes","no","$120,001 to $150,000","06/04/2017","10:58:47","06/04/2017","11:05:12","6:24"
"102",103,"Male","50 to 54","50 over","5","8","Not at all likely 0","5","Not at all likely 0","9","8","6","Not at all likely 0","Not at all likely 0","9","6","6","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","yes","no","yes","no","yes","yes","no","no","yes","yes","yes","no","no","no","yes","yes","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","yes","yes","no","no","no","yes","yes","yes","no","yes","yes","no","yes","no","yes","yes","yes","no","no","yes","yes","yes","no","no","no","no","no","no","yes","yes","no","no","no","yes","no","yes","no","yes","yes","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","Microsoft","Nokia","Sony","Yahoo","Samsung","Nokia","Sony","IBM","Samsung","Yahoo","Samsung","Yahoo","yes","no","no","yes","no","no","no","no","yes","no","$120,001 to $150,000","06/04/2017","10:42:22","06/04/2017","11:03:34","21:12"
"103",104,"Female","35 to 39","35 to 49","7","7","5","7","7","5","6","3","7","4","5","Extremely likely10","5","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","Microsoft","Apple","Sony","Dell","Samsung","Intel","Google","Dell","Samsung","Dell","Samsung","Apple","no","no","yes","yes","no","no","no","no","yes","no","$60,001 to $90,000","06/04/2017","11:02:40","06/04/2017","11:09:19","6:39"
"104",105,"Male","55 to 64","50 over","6","7","5","9","5","7","7","7","Not at all likely 0","5","Not at all likely 0","8","7","yes","yes","no","yes","no","no","yes","yes","no","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","yes","yes","no","yes","yes","yes","yes","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","yes","no","yes","no","no","no","yes","yes","no","yes","yes","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no","no","yes","yes","no","no","no","no","yes","yes","no","no","yes","yes","no","no","no","yes","no","no","no","no","yes","yes","no","no","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no","Google","Apple","Sony","Apple","Sony","Samsung","Sony","Intel","Google","Samsung","IBM","Samsung","no","no","yes","no","no","no","no","yes","yes","no","$150,001 to $200,000","06/04/2017","11:03:21","06/04/2017","11:11:06","7:44"
